ID,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
2214579,Dealer,1,0,3,BHK,1180,0,1,"Kulshekar,Mangalore",12.87028,74.88056,41.3
2214580,Dealer,0,0,2,BHK,1349.983125,1,1,"Baner,Pune",18.558319,73.77588,80
2214581,Dealer,0,1,1,BHK,656.0259705,1,1,"Balagere,Bangalore",12.93687,77.720248,48.5
2214582,Dealer,1,1,3,BHK,1921.087631,0,1,"Baner,Pune",18.558319,73.77588,130
2214583,Owner,0,0,2,BHK,710.4515314,1,1,"Taleigao,Panaji",15.467771,73.826033,45
2214584,Dealer,1,1,3,BHK,1354.264292,0,1,"Zirakpur,Mohali",30.65,76.82,57.8
2214585,Dealer,0,1,2,BHK,895.140665,1,1,"Singaperumal koil,Chennai",12.760339,80.004278,35
2214586,Owner,0,0,3,BHK,1665.07177,1,1,"Kanakpura Road,Bangalore",12.896796,77.5724,87
2214587,Dealer,0,0,3,BHK,1648.057168,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,36.9
2214588,Dealer,0,0,3,BHK,1300.014445,1,1,"Sector-21 Noida,Noida",28.5889,77.3352,90
2214589,Owner,0,0,2,BHK,1114.781173,1,1,"Vimanapura,Bangalore",12.96417,77.68556,40.5
2214590,Dealer,0,1,2,BHK,920.0161003,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,160
2214591,Dealer,0,0,2,BHK,905.0772627,1,1,"Hadapsar,Pune",18.49667,73.94167,41
2214592,Dealer,0,0,3,BHK,2300.059144,1,1,"Best Nagar,Mumbai",18.96667,72.83333,350
2214593,Owner,0,1,3,BHK,1749.781277,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,100
2214594,Dealer,1,1,3,BHK,1677.635824,0,1,"Baner,Pune",18.558319,73.77588,130
2214595,Owner,0,0,3,BHK,1633.938496,1,1,"Bhuwana,Udaipur",24.617977,73.708104,44.1
2214596,Dealer,0,1,4,BHK,2800,1,1,"Parel,Lalitpur",18.996549,72.842967,980
2214597,Dealer,0,0,2,BHK,1265.270506,1,1,"Harlur Road,Bangalore",12.904179,77.665897,58
2214598,Owner,1,1,3,BHK,1350.131628,0,1,"Sector-113 Mohali,Mohali",30.691832,76.656984,35.9
2214599,Owner,0,1,3,BHK,1600,1,1,"Waghodia Road,Vadodara",22.294094,73.233686,38
2214600,Dealer,0,1,1,BHK,925.1290878,1,1,"Kulhan,Dehradun",30.33,78.06,43
2214601,Dealer,0,0,3,BHK,1186.474194,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,180
2214602,Owner,0,0,3,BHK,1309.037901,1,1,"I S Press Road,Ernakulam",9.97833,76.28361,44.9
2214603,Dealer,0,0,2,BHK,1310.113437,1,1,"Vazhakkala,Kochi",9.930471,76.271273,82
2214604,Dealer,0,0,3,BHK,1458.019105,1,1,"Lal Ganesh,Guwahati",26.141158,91.744893,58
2214605,Dealer,0,0,3,BHK,1410.039481,1,1,"Perungudi,Chennai",12.961,80.2409,75
2214606,Dealer,0,1,1,BHK,590.0202293,1,1,"Sector-120 Noida,Noida",28.585757,77.396668,35
2214607,Dealer,0,0,1,BHK,650.0893873,1,1,"Ulwe,Mumbai",18.973908,73.025106,40
2214608,Owner,0,0,3,BHK,1125.175809,1,1,"Sampla,Rohtak",28.9,76.56667,32
2214609,Owner,0,0,2,BHK,1008,1,1,"Kudasan,Gandhinagar",23.166495,72.63429,31.5
2214610,Dealer,1,1,3,BHK,1549.076341,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,69.6
2214611,Dealer,0,0,1,BHK,400,1,1,"Bhopura,Ghaziabad",28.698133,77.335746,14
2214612,Dealer,0,1,3,BHK,1349.527665,1,1,"Dera Bassi,Chandigarh",30.594843,76.84983,40
2214613,Owner,0,0,2,BHK,763.0939993,1,1,"Mankundu,Kolkata",22.84,88.34,22
2214614,Dealer,0,0,2,BHK,833.3333333,1,1,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,120
2214615,Dealer,0,1,2,BHK,1474.926254,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,230
2214616,Dealer,0,1,2,BHK,1050.213325,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,32
2214617,Owner,0,0,2,BHK,1015.089163,1,1,"Sector-73 Noida,Noida",28.588021,77.391359,37
2214618,Dealer,1,1,3,BHK,935.2517986,0,0,"Balkum,Lalitpur",24.69028,78.41889,130
2214619,Dealer,1,1,3,BHK,1020.000887,0,1,"Chembur (East),Lalitpur",19.05871,72.89969,230
2214620,Owner,0,0,3,BHK,1649.746193,1,1,"Bhayli,Vadodara",22.288976,73.128222,39
2214621,Owner,0,0,4,BHK,2535.083748,1,1,"Meerut Bypass,Meerut",28.9927,77.6824,56
2214622,Dealer,0,0,2,BHK,1115.030151,1,1,"Kharghar,Mumbai",19.038205,73.06612,98
2214623,Owner,0,1,1,BHK,520.0594354,1,1,"Mangalpura,Anand",22.546169,72.974702,14
2214624,Dealer,1,0,2,BHK,687.732342,0,1,"Chikalwas,Udaipur",25.02594,73.739268,14.8
2214625,Dealer,1,1,3,BHK,888.3063929,0,0,"Palanpur,Surat",21.17,72.83,61
2214626,Owner,0,0,2,BHK,580.0214823,1,1,"Kodigehalli,Bangalore",13.0583,77.5732,27
2214627,Dealer,1,0,2,BHK,830,0,1,"Behala,Kolkata",22.498882,88.317556,24.9
2214628,Dealer,0,1,2,BHK,671.9314683,1,1,"Ravet,Pune",18.651598,73.735448,50.2
2214629,Dealer,0,0,3,BHK,1575.274177,1,1,"Saibaba Colony,Coimbatore",19.46304,76.434955,79
2214630,Dealer,0,1,3,BHK,2758.62069,1,1,"PAL,Surat",21.17,72.83,72
2214631,Owner,0,0,1,BHK,600.0521785,1,1,"Wanwadi,Pune",18.496129,73.892902,46
2214632,Owner,0,0,4,BHK,4000.800961,1,1,"Shyamkhet,Nainital",29.396714,79.545556,99.9
2214633,Dealer,0,0,2,BHK,1069.900143,1,1,"Sector-35D Kharghar,Lalitpur",30.725549,76.755804,90
2214634,Owner,0,0,2,BHK,1000,1,1,"Gudiapokhari,Bhubaneswar",20.26444,85.82806,27
2214635,Builder,0,0,3,BHK,1688.372093,1,0,"Hoshangabad Road,Bhopal",22.75,77.72,36.3
2214636,Owner,0,1,3,BHK,1729.206294,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,100
2214637,Owner,0,0,4,BHK,2500,1,1,"Diwalipura,Vadodara",22.30287,73.158703,88
2214638,Owner,0,0,1,BHK,700,1,1,"Deulwadi,Karjat",18.337425,74.93235,21
2214639,Dealer,1,1,2,BHK,1286.363636,0,1,"Khandagiri,Bhubaneswar",20.257483,85.780142,56.6
2214640,Dealer,0,0,1,BHK,449.9217527,1,1,"Sector-137 Noida,Noida",28.506454,77.409568,23
2214641,Owner,0,0,2,BHK,1073.049938,1,1,"S S Colony,Madurai",9.91966,78.11939,52
2214642,Dealer,0,1,3,BHK,2380.952381,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,160
2214643,Dealer,1,1,3,BHK,899.405009,0,1,"Balkum,Lalitpur",24.69028,78.41889,130
2214644,Dealer,1,1,1,BHK,687.0019236,0,1,"Kolshet Road,Mumbai",19.249861,72.963866,75
2214645,Dealer,0,0,3,BHK,1896.964856,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,95
2214646,Owner,1,0,3,BHK,1625,0,1,"New Manish Nagar,Nagpur",21.094632,79.074805,65
2214647,Owner,0,0,3,BHK,1208.146358,1,1,"Moshi,Pune",18.669919,73.853723,70
2214648,Dealer,1,0,2,BHK,1392.212312,0,1,"Whitefield,Bangalore",12.9958935,77.761394,64
2214649,Owner,0,0,3,BHK,1750.036459,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,120
2214650,Owner,0,0,1,BHK,500,1,1,"Cheran Nagar,Chennai",13.08389,80.27,18
2214651,Dealer,0,1,2,BHK,1040.247678,1,1,"Noida Extension,Noida",28.579004,77.431173,33.6
2214652,Dealer,0,0,3,BHK,1739.130435,1,1,"Sector-93 A Noida,Noida",21,77,160
2214653,Dealer,0,0,2,BHK,850.0232883,1,1,"Sector 78 Faridabad,Faridabad",28.38016,77.369936,36.5
2214654,Dealer,1,0,1,BHK,312.1998079,0,1,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,13
2214655,Dealer,0,0,2,BHK,1339.053562,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,51.5
2214656,Owner,1,0,3,BHK,1360.852801,0,1,"Suresh Colony,Hazaribagh",23.994084,85.370943,60
2214657,Dealer,0,0,2,BHK,1371.129256,1,1,"Kharadi,Pune",18.5438,73.9438,89
2214658,Dealer,0,0,2,BHK,698.9457243,1,1,"Ganganagar,Kolkata",22.301625,88.242147,17.9
2214659,Owner,0,0,3,BHK,1431.127013,1,1,"Sughad,Gandhinagar",23.126218,72.628827,56
2214660,Dealer,0,0,2,BHK,1250,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,32
2214661,Dealer,0,0,4,BHK,3562.225254,1,1,"Baner,Pune",18.558319,73.77588,470
2214662,Dealer,0,0,3,BHK,1574.744198,1,1,"Electronic City,Bangalore",12.8458,77.6727,63.1
2214663,Dealer,0,0,3,BHK,1504.890895,1,1,"Whitefield,Bangalore",12.9958935,77.761394,100
2214664,Dealer,1,0,1,BHK,645.0177936,0,1,"Kewale,Lalitpur",24.69028,78.41889,29
2214665,Dealer,0,0,2,BHK,1104.815864,1,1,"Hallehalli,Bangalore",12.840124,77.968485,39
2214666,Owner,0,0,3,BHK,1500.272777,1,1,"VIP Road,Kolkata",22.616946,88.431928,55
2214667,Owner,0,0,3,BHK,1749.691231,1,1,"Keshwapur,Hubli",15.366381,75.151669,85
2214668,Dealer,1,1,1,BHK,720,0,1,"Mira Road East,Maharashtra",19.2836,72.8675,63
2214669,Dealer,0,1,2,BHK,1260.141988,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,49.7
2214670,Owner,1,0,2,BHK,927.0704574,0,1,"Bommanahalli,Bangalore",12.907374,77.625811,30
2214671,Dealer,0,0,4,BHK,2312.435766,1,1,"Sector-49 Gurgaon,Gurgaon",28.409264,77.05018,180
2214672,Dealer,0,1,2,BHK,949.989314,1,1,"Koyambedu,Chennai",13.069866,80.198423,88.9
2214673,Owner,0,0,2,BHK,1200.082764,1,1,"Gyan Khand 3,Ghaziabad",28.66667,77.41667,58
2214674,Dealer,0,1,4,BHK,2345.03244,1,1,"Baner,Pune",18.558319,73.77588,300
2214675,Dealer,0,0,1,BHK,800,1,1,"Sector 40 Seawoods,Lalitpur",28.45094,77.058773,87
2214676,Owner,0,0,2,BHK,720.0164575,1,1,"Bajaj Nagar,Nagpur",21.127425,79.060767,70
2214677,Dealer,0,0,3,BHK,1140.024783,1,1,"Kalikapur,Kolkata",22.12703,88.518729,46
2214678,Dealer,0,1,3,BHK,2147.377939,1,1,"Sector 37 Faridabad,Faridabad",28.4837,77.3049,95
2214679,Owner,0,0,2,BHK,1299.435028,1,1,"ulchala road,Kurnool",15.836441,77.904713,23
2214680,Dealer,1,1,3,BHK,1391.69864,0,0,"New Chandigarh,Chandigarh",30.73528,76.79111,39.9
2214681,Dealer,1,0,3,BHK,1035.077631,0,1,"Mukundapur,Kolkata",22.491565,88.402473,90
2214682,Dealer,0,0,3,BHK,1138.009518,1,1,"Lalpur,Ranchi",23.368714,85.34384,55
2214683,Dealer,0,0,2,BHK,1175.982291,1,1,"Jadavpur,Kolkata",22.494831,88.370567,85
2214684,Owner,0,1,2,BHK,1199.791341,1,1,"Indus Towne,Bhopal",23.25,77.41667,23
2214685,Dealer,0,1,3,BHK,2080.237741,1,1,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,140
2214686,Owner,0,0,2,BHK,1054.09154,1,1,"Tara Nagar,Jaipur",29.116822,75.767169,38
2214687,Owner,0,0,3,BHK,1725.219573,1,1,"Zirakpur,Mohali",30.65,76.82,55
2214688,Dealer,0,1,2,BHK,1330.229465,1,1,"Pholriwal,Jalandhar",31.261414,75.589997,40
2214689,Dealer,1,0,2,BHK,1000,0,1,"Nagarbhavi,Bangalore",12.957468,77.516563,46
2214690,Dealer,0,0,2,BHK,1335.137573,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,29.6
2214691,Dealer,0,1,3,BHK,4144.086707,1,1,"Mussoorie Road,Dehradun",30.4571,78.055,130
2214692,Dealer,0,0,3,BHK,1650.528169,1,1,"Sector-125 Mohali,Mohali",30.751176,76.668359,37.5
2214693,Dealer,0,1,4,BHK,2187.878788,1,0,"Zirakpur,Chandigarh",30.662283,76.822397,72.2
2214694,Dealer,0,0,2,BHK,1132.502831,1,1,"Sector 12 Kharghar,Mumbai",19.042483,73.066371,130
2214695,Dealer,0,0,2,BHK,980.0530382,1,1,"Kasar vadavali,Mumbai",18.205923,72.999182,85
2214696,Owner,0,0,1,BHK,250,1,1,"Manjalpur,Vadodara",22.271214,73.188827,15
2214697,Owner,0,0,2,BHK,915.0805271,1,1,"Garia,Kolkata",22.403867,88.470006,50
2214698,Owner,0,0,2,BHK,1000,1,1,"Muhana,Jaipur",59.912884,10.741975,23
2214699,Dealer,0,1,2,BHK,1000,1,1,"Wakad,Pune",18.5993,73.7625,70
2214700,Dealer,0,0,5,BHK,5635.566688,1,1,"Mundhwa,Pune",18.5348,73.9306,450
2214701,Dealer,0,1,3,BHK,1550.387597,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,46
2214702,Dealer,0,0,1,BHK,580.0464037,1,1,"Manivakkam,Chennai",12.87827,80.057557,22.5
2214703,Dealer,0,0,2,BHK,949.893137,1,1,"Nirman Nagar,Jaipur",19.980678,79.297436,40
2214704,Dealer,0,0,2,BHK,1120.134416,1,1,"Eon Free Zone,Pune",18.5511925,73.9499365,80
2214705,Owner,0,0,2,BHK,1200,1,1,"Kothannur,Bangalore",12.581437,77.322174,45
2214706,Dealer,0,0,1,BHK,640.0714498,1,1,"Karanjade,Lalitpur",24.69028,78.41889,43
2214707,Owner,0,0,2,BHK,946.2016761,1,1,"Old Perungalathur,Chennai",12.9182,80.0824,35
2214708,Dealer,0,0,2,BHK,774.1269568,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,45
2214709,Dealer,0,0,2,BHK,1200.111638,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,43
2214710,Dealer,0,0,2,BHK,969.8465879,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,55
2214711,Dealer,0,1,3,BHK,1820.083682,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,87
2214712,Dealer,0,1,2,BHK,1134.910486,1,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,35.5
2214713,Dealer,0,1,2,BHK,1537.369915,1,1,"kavesar,Lalitpur",24.69028,78.41889,130
2214714,Builder,1,0,2,BHK,1253.703704,0,0,"Sakthan Thampuran Nagar,Thrissur",10.52,76.21,67.7
2214715,Dealer,0,1,3,BHK,1274.534795,1,1,"Pune Mumbai Highway,Pune",18.52361,73.84778,100
2214716,Owner,0,0,1,BHK,58.00143623,1,1,"Assonora,Goa",15.6187,73.8986,21
2214717,Dealer,0,0,2,BHK,1346.121487,1,1,"Wakad,Pune",18.5993,73.7625,80
2214718,Dealer,1,1,1,BHK,651.0094767,0,1,"Kandivali (East),Maharashtra",19.1955,72.8728,79
2214719,Owner,0,0,2,BHK,1165.286722,1,1,"ashiana town,Bhiwadi",28.2102,76.8606,38
2214720,Owner,0,0,1,BHK,539.083558,1,1,"saipem,Goa",14.492877,78.813523,30
2214721,Owner,1,0,2,BHK,721.4428858,0,1,"Sangriya,Jodhpur",26.197998,73.001211,18
2214722,Dealer,0,1,3,BHK,1264.869151,1,1,"Labhandi,Raipur",21.241299,81.699326,31.9
2214723,Dealer,0,0,2,BHK,1150.047355,1,1,"Sector 34C Kharghar,Maharashtra",19.038205,73.06612,85
2214724,Dealer,0,0,3,BHK,2309.172547,1,1,"Sector-67 Gurgaon,Gurgaon",28.378021,77.063066,180
2214725,Owner,0,0,3,BHK,2500,1,1,"New Manish Nagar,Nagpur",21.094632,79.074805,67
2214726,Dealer,0,0,2,BHK,904.1295252,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,49.7
2214727,Owner,1,1,1,BHK,535.0136726,0,1,"Sector-74 Noida,Noida",28.577673,77.389781,45
2214728,Dealer,0,0,2,BHK,1260.162602,1,1,"Sector-18 Vasundhara,Ghaziabad",28.65998,77.370279,62
2214729,Owner,0,0,1,BHK,540.0216009,1,1,"Nyay Khand III,Ghaziabad",28.66667,77.41667,45
2214730,Owner,0,0,1,BHK,519.8915009,1,1,"Hingna Road,Nagpur",21.106063,79.006441,23
2214731,Dealer,0,0,2,BHK,855.1225127,1,1,"Rajarhat,Kolkata",22.54111,88.33778,52
2214732,Owner,0,0,8,BHK,2020.20202,1,1,"Makronia,Sagar",23.907227,78.725124,80
2214733,Dealer,0,0,1,BHK,699.9705276,1,1,"Nahur East,Mumbai",4.575,13.68139,95
2214734,Dealer,0,0,3,BHK,1350.318471,1,1,"Manish Nagar,Nagpur",21.094632,79.074805,53
2214735,Dealer,0,0,3,BHK,1067.168864,1,1,"Waghbil,Lalitpur",24.69028,78.41889,170
2214736,Dealer,1,0,2,BHK,700.0840101,0,1,"Paruthipet,Chennai",13.09,80.27,25
2214737,Dealer,0,0,4,BHK,2508.623393,1,1,"New Town,Kolkata",22.5922,88.484911,160
2214738,Dealer,0,0,3,BHK,1484.88121,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,55
2214739,Dealer,0,1,2,BHK,1174.114234,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,170
2214740,Owner,0,0,3,BHK,1224.145209,1,1,"Sarjapur Road,Bangalore",12.86,77.786,58
2214741,Dealer,0,0,2,BHK,1560.190507,1,1,"Sector-6A Kamothe,Lalitpur",23.674533,86.170942,95
2214742,Dealer,0,1,3,BHK,1850.094877,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,97.5
2214743,Owner,0,0,3,BHK,1800.232288,1,1,"Sector 2 Faridabad,Faridabad",28.153836,77.316984,62
2214744,Dealer,0,0,4,BHK,2486.999774,1,1,"Rajarhat,Kolkata",22.54111,88.33778,110
2214745,Owner,0,0,3,BHK,1955.034213,1,1,"Basava Nagar,Bangalore",12.967994,77.683497,200
2214746,Dealer,0,1,2,BHK,1092.188078,1,1,"NIBM,Pune",18.475864,73.890009,59
2214747,Dealer,0,1,2,BHK,1220.833333,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,58.6
2214748,Dealer,1,1,3,BHK,1341.090018,0,0,"Vanagaram,Chennai",13.062455,80.156453,65.7
2214749,Owner,0,0,2,BHK,1008.645533,1,1,"Abrama,Valsad",20.600601,72.953228,21
2214750,Owner,0,0,1,BHK,465.0081376,1,1,"Ramprastha,Ghaziabad",28.66667,77.41667,40
2214751,Dealer,0,0,2,BHK,1000,1,1,"Thane West,Lalitpur",19.18,72.96333,120
2214752,Owner,0,0,1,BHK,570.1254276,1,1,"Devarachikkanahalli,Bangalore",12.96991,77.59796,25
2214753,Owner,0,0,3,BHK,1000,1,1,"Kanak Vihar,Jaipur",22.077054,79.553859,35
2214754,Owner,0,0,3,BHK,1400.4914,1,1,"Sevoke Road,Siliguri",26.724219,88.326357,34.2
2214755,Dealer,0,1,2,BHK,591.930418,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,24.5
2214756,Owner,0,0,2,BHK,719.895288,1,1,"Godugupet,Machilipatnam",16.16667,81.13333,22
2214757,Dealer,0,1,3,BHK,1548.387097,1,0,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,120
2214758,Dealer,1,1,2,BHK,1121.160027,0,0,"Byculla,Mumbai",18.97507,72.832834,300
2214759,Dealer,0,0,2,BHK,1000,1,1,"Powai,Maharashtra",19.12,72.91,160
2214760,Builder,1,1,1,BHK,455.10964,0,0,"Wakad,Lalitpur",18.5993,73.7625,44
2214761,Dealer,0,0,3,BHK,2666.020359,1,1,"Iblur Village,Bangalore",12.91668,77.59196,220
2214762,Dealer,1,0,3,BHK,1000,0,1,"Andul Road,Kolkata",22.587684,88.256718,26
2214763,Dealer,0,0,3,BHK,1733.299595,1,1,"Kakkanad,Kochi",9.930471,76.271273,68.5
2214764,Dealer,0,1,3,BHK,2383.474576,1,1,"Mahalaxmi,Mumbai",18.978006,72.806154,720
2214765,Owner,0,0,3,BHK,1850.507983,1,1,"Jakhan,Dehradun",30.362597,78.067294,51
2214766,Owner,0,0,1,BHK,538.1035486,1,1,"CIDCO Waluj Mahanagar 1,Aurangabad",19.886242,75.359748,18.5
2214767,Dealer,0,1,3,BHK,1756.234633,1,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,150
2214768,Owner,0,0,2,BHK,1440.144014,1,1,"Kudasan,Gandhinagar",23.166495,72.63429,48
2214769,Owner,0,0,2,BHK,1116.005874,1,1,"Chenchupet,Tenali",16.245539,80.63748,38
2214770,Dealer,0,0,1,BHK,648.1682202,1,1,"Manjari Budruk,Pune",18.539235,73.875126,29.9
2214771,Owner,0,0,3,BHK,10410.9589,1,1,"V.V Puram,Bangalore",12.9521,77.576835,190
2214772,Dealer,0,0,4,BHK,2893.97527,1,1,"Swaroop Nagar,Kanpur",26.4725,80.33111,330
2214773,Owner,0,0,2,BHK,750.0340925,1,1,"Sector-4C Vasundhara,Ghaziabad",23.674752,86.150586,55
2214774,Dealer,0,0,2,BHK,913.4287662,1,1,"Sector-44 Noida,Noida",28.552626,77.333948,26.8
2214775,Dealer,1,1,1,RK,202.8366631,0,0,"Bhandup (West),Lalitpur",19.147866,72.932609,39.9
2214776,Dealer,1,1,3,BHK,1252.019386,0,1,"Tamando,Bhubaneswar",20.236361,85.743845,46.5
2214777,Dealer,1,1,2,BHK,700.073692,0,1,"Taloja,Mumbai",19.076057,73.097319,38
2214778,Dealer,0,0,3,BHK,1510.333863,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,38
2214779,Owner,0,0,2,BHK,876.1449622,1,1,"Rohta,Agra",45.454324,9.203633,22
2214780,Owner,0,1,2,BHK,1200.331126,1,1,"Sirol,Gwalior",25.728593,78.457598,29
2214781,Dealer,0,0,1,BHK,670.0915792,1,1,"SECTOR 5 TALOJA,Lalitpur",19.148338,72.995687,30
2214782,Owner,0,0,3,BHK,1450.209475,1,1,"Basavanna Nagar,Bangalore",15.333254,75.143954,90
2214783,Dealer,0,1,2,BHK,590.6593407,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,25.8
2214784,Dealer,0,0,3,BHK,1345.198675,1,1,"Kakkanad,Kochi",9.930471,76.271273,65
2214785,Dealer,1,1,2,BHK,751.4866366,0,1,"Bangur Nagar,Mumbai",15.881015,78.406528,230
2214786,Dealer,0,0,4,BHK,2099.65528,1,1,"Aluva,Kochi",10.159679,76.38519,67
2214787,Dealer,0,0,2,BHK,1263.565891,1,1,"Kundli,Sonipat",28.874383,77.113251,32.6
2214788,Owner,0,0,2,BHK,1160.381268,1,1,"Sunpharma Road,Vadodara",22.3,73.2,28
2214789,Dealer,1,1,4,BHK,1642.838114,0,0,"Mulund (West),Maharashtra",19.1759,72.9522,370
2214790,Owner,0,0,4,BHK,2250.88518,1,1,"Smriti Nagar,Bhilai",21.215393,81.318232,44.5
2214791,Owner,0,1,1,BHK,333.6604514,1,1,"Kalindipuram,Allahabad",25.426143,81.768024,17
2214792,Dealer,0,0,2,BHK,978.8218544,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,110
2214793,Owner,0,1,2,BHK,1089.494163,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,42
2214794,Dealer,1,1,2,BHK,860.1889993,0,1,"Chikhali,Pune",19.085225,73.661835,35.5
2214795,Owner,1,1,3,BHK,1349.295775,0,1,"Sector - 22 Dharuhera,Dharuhera",28.595305,77.347365,47.9
2214796,Owner,0,0,2,BHK,850.2598016,1,1,"Rabindra Nagar,Asansol",23.692053,86.944846,18
2214797,Owner,0,0,2,BHK,666.9630947,1,1,"Melpakkam,Chennai",13.188306,80.074263,30
2214798,Dealer,1,1,3,BHK,1679.790026,0,1,"Borivali (East),Lalitpur",19.235,72.8598,320
2214799,Dealer,0,0,3,BHK,1509.951956,1,1,"Sarjapur Road,Bangalore",12.86,77.786,88
2214800,Dealer,0,0,3,BHK,2119.868954,1,1,"Sector-82 Gurgaon,Gurgaon",28.392686,76.959391,110
2214801,Owner,0,0,1,BHK,550.0758725,1,1,"Ajwa Road,Vadodara",22.3,73.2,14.5
2214802,Dealer,0,1,2,BHK,1093.613298,1,1,"Jankalyan Nagar,Lalitpur",24.69028,78.41889,150
2214803,Owner,0,0,3,BHK,1649.917504,1,1,"Sector-22 Gandhinagar,Gandhinagar",23.235367,72.657564,110
2214804,Dealer,1,1,2,BHK,845.0704225,0,1,"Kasar vadavali,Mumbai",18.205923,72.999182,75
2214805,Dealer,0,0,3,BHK,1920,1,1,"Avinashi Road,Coimbatore",11.19528,77.26861,120
2214806,Dealer,0,0,2,BHK,1065.06584,1,1,"GM Palaya,Bangalore",50.817397,4.42145,55
2214807,Dealer,0,0,1,BHK,690.0120752,1,1,"Kalyan (West),Maharashtra",19.245347,73.124577,40
2214808,Dealer,0,0,1,BHK,640,1,1,"Sector 21 Ulwe,Lalitpur",28.5889,77.3352,48
2214809,Dealer,0,1,2,BHK,1019.021739,1,1,"Sector-100 Noida,Noida",28.542768,77.365736,60
2214810,Dealer,0,0,2,BHK,1100,1,0,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,44
2214811,Owner,0,0,2,BHK,1200,1,1,"Kharar,Mohali",30.74,76.65,24
2214812,Dealer,0,0,3,BHK,2419.549964,1,1,"C-Scheme,Jaipur",26.91667,75.86667,200
2214813,Owner,0,1,2,BHK,895.2551477,1,1,"Hoshangabad Road,Bhopal",22.75,77.72,20
2214814,Owner,0,0,2,BHK,1119.94806,1,1,"Sarjapur Road,Bangalore",12.86,77.786,69
2214815,Dealer,0,0,4,BHK,3410.532995,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,430
2214816,Owner,0,0,2,BHK,1045.016077,1,1,"Yelachenahalli,Bangalore",12.96991,77.59796,52
2214817,Dealer,0,0,1,BHK,685.0152905,1,1,"Roadpali,Maharashtra",19.040066,73.115347,56
2214818,Owner,0,0,3,BHK,1910.219675,1,1,"Gunjur,Bangalore",12.923762,77.736688,80
2214819,Owner,0,1,3,BHK,1382.488479,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,36
2214820,Owner,0,0,3,BHK,2450.348207,1,1,"Harlur,Bangalore",12.928575,77.585721,95
2214821,Dealer,0,0,3,BHK,1141.900122,1,1,"Action Area I,Kolkata",22.54111,88.33778,75
2214822,Dealer,0,0,2,BHK,950.0113097,1,1,"Raheja Vihar,Lalitpur",24.69028,78.41889,210
2214823,Dealer,0,0,4,BHK,2450.04211,1,1,"Lokhandwala Kandivali East,Mumbai",19.1955,72.8728,320
2214824,Owner,0,0,3,BHK,1199.82548,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,55
2214825,Dealer,0,0,2,BHK,950,1,1,"Mira Road,Lalitpur",19.283359,72.864964,76
2214826,Owner,0,0,2,BHK,980,1,1,"Hinjewadi,Pune",18.5853,73.7413,49
2214827,Dealer,0,0,3,BHK,1732.201628,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,100
2214828,Dealer,0,0,1,BHK,525.0016006,1,1,"Lokhandwala Kandivali East,Lalitpur",19.1955,72.8728,82
